USER_ID,MOVIE_ID,RATING
572cab71d9f2caaf9fdb2da6c75941b2,1302017,4
6bd7e0ea634b740b897efe09470f4a0c,1301284,5
9e7e8d1ef6d56ff22dd5e137dce26ead,1305261,5
e00ecde6d9fce2a36a8c0d25da567ad2,2028647,2
69ae21f6b366769398a266893208e35e,1292067,5
ebef1375a723cc09cef9fa2dabcf83cc,1307026,4
7406b2399f115f5de23966b897c08eb5,1308851,4
7406b2399f115f5de23966b897c08eb5,1873750,5
1a7f301757ff481ff0c07b18affd0c52,1299782,2
8996cad637073e87fc4a15592a800246,1994879,4
87d1bb2fb7653a07aa21ba73c0696d21,1864990,3
337df79c34b17cf37495970204388533,3077840,4
5038822fb699e486bc6400d1735918a0,1293310,4
922b3451cad3d5a90e4df74b69a187aa,1298474,4
df2c50f6f3eb563e8a88256246ec0c2a,3074303,3
361c5b59de528fa1d8ea7d24e9997895,1300752,4
361c5b59de528fa1d8ea7d24e9997895,1295815,1
a859425a23e4d646d2fad510a01d42a3,2028647,5
a1138a2f631dcbf7254acfb40b8266a3,1293302,4
4f2f9f78927516b1cacc3a2b0c05deaa,1296553,5
ce39d90ff2e1c2b98f8d2a4f30a0ef63,2170919,4
a7570b84ebd662f472ad9a54215c7be9,1309070,4
69ae21f6b366769398a266893208e35e,1294300,5
20281cc07fdd45752472338179a32338,1292958,4
4f2f9f78927516b1cacc3a2b0c05deaa,1293582,4
bcf598839900f4794f192b4323ef3611,1294940,5
25f0ce2d4aeff841142f39483341afd8,1305261,5
058855c20bd217ed87ebc24cd51baf3f,1855271,5
058855c20bd217ed87ebc24cd51baf3f,1296669,5
058855c20bd217ed87ebc24cd51baf3f,1293153,4
269e9f584a4a21ec78fb0a013b0a3e9d,1297628,5
916d10caf1eb3309cf1f9d2dd175a800,4307492,4
b7ab3e4a4a4e0af29ade39e482109fa3,1294941,3
42724341c24f1dd9ea648ef0e1e29971,1404845,5
bbd3e8421f34e03fe76f530d6e72a053,2267369,4
4f2f9f78927516b1cacc3a2b0c05deaa,1292644,2
6107bd456d381e9168854f59baf40b1e,2028647,4
0b9031034a2cf1c5f551f2170260c541,1293107,4
e555df02c241b1821479fedc016490b0,2156069,5
69ae21f6b366769398a266893208e35e,1292515,4
69ae21f6b366769398a266893208e35e,1302522,5
fe28efe68c71275d37267fe295acc6bb,1293599,3
b067325aebe5ba5e7f40b8cb1a0307bd,1297280,5
79779b142247f35a678fcc140d491b91,1293153,3
033a4b5ed6ab9f1d29703ca7e61780e3,1299027,4
022357b90326c4ba8bb0cd8554d9cb77,1766041,4
818bf4e7c4dcb307a7b4e5dd6614e888,1607471,3
0048321f89df72460492b950a3f979cb,3136488,3
818bf4e7c4dcb307a7b4e5dd6614e888,1308162,5
c3044b334c66a74bf6f8bd87bd75f189,1298656,4
bff58a6fe62230d722f39d71df1f9761,1306019,4
ce9ec85e1e9dbc67527be726ed550452,1292347,4
184c043136faf9e7957844b91f6532ce,1306885,3
1ef4e1c007b8b3b7d87b5daaab94bd2b,1293037,4
5b7fe949037e479500346e8aa47d55ff,1293302,3
5b7fe949037e479500346e8aa47d55ff,1293305,4
b739a84dd82bb7965dec6a55fe4af66a,1306490,4
20281cc07fdd45752472338179a32338,1300106,3
20281cc07fdd45752472338179a32338,1303578,3
6b64b1bb1e45533cf38930913b905d20,1304026,4
17f7b83ca65212869ebab90758b74820,1294746,4
472b919b59c8d9bdd742a8db0c35bdab,1296161,4
058855c20bd217ed87ebc24cd51baf3f,1292260,4
068b03e6edd032eab2166a3296cb309d,1296161,4
a3067fc8b35886b079a7b4865f9f6d88,1299026,4
e4e41a7765b5fe37bd096aeef97cb113,1300392,4
e18c43d748d0f86b6541c72bb7768416,3053521,3
3eb8ab695d477aa33102131e87c64bbb,1309001,3
192828c9009892dd09e02108770784a8,3592854,4
ce39d90ff2e1c2b98f8d2a4f30a0ef63,1306666,3
457809b288afb0c8aa70bfd4a0731953,3136488,3
0b9031034a2cf1c5f551f2170260c541,2058751,3
ce39d90ff2e1c2b98f8d2a4f30a0ef63,1292994,5
9268315491af92ee20afb2bd812dde13,1462467,4
7fbf860fd12e0a3d1b4f3beef78bc4e7,1418570,4
818bf4e7c4dcb307a7b4e5dd6614e888,1299195,5
414e52bf3b2ec1d994174d1b6f06cb27,3136507,4
033a4b5ed6ab9f1d29703ca7e61780e3,2058751,4
17544853132fb00bd9e93de629d5d0c3,2129042,4
0ea376d852c6745f4a7ce03c52be4547,1295137,3
0bc78f699b6c1642ad31069b66ae4091,1305201,3
69ae21f6b366769398a266893208e35e,1307790,4
0c2fee81b38ef7890c60b5af541e4d5e,1305261,5
a4a796e1b14d2abf3f6fad49758defd8,1296992,5
84e74389aad961397bcb43d1b4a54f8d,1297208,4
98987674fd0093c78b2cb620131b938c,3082472,5
b067325aebe5ba5e7f40b8cb1a0307bd,1293782,5
45f1e494f89d132985d18fbe2f7c5b69,1296669,3
033a4b5ed6ab9f1d29703ca7e61780e3,1293623,4
b076f6c5d5aa95d016a9597ee96d4600,1296250,4
4f2f9f78927516b1cacc3a2b0c05deaa,1292948,3
6c0d3ab4287b4dd090b2f97b93a3bdaa,2264715,3
4687cd84236fcb50bd09c9b7b817311d,1299539,4
8996cad637073e87fc4a15592a800246,1304091,4
656c3ec08c632065969bdcedfcf5bfa9,1465471,3
db19554b1aaa73a2e1cd9ef318f903cc,1462467,4
8616090c428b314304a973e4ca217aac,2058751,3
69ae21f6b366769398a266893208e35e,1892530,4
4f2f9f78927516b1cacc3a2b0c05deaa,1296818,4
17f7b83ca65212869ebab90758b74820,1293608,4
97b45afbfb67d1b57094a23ebb1a3f13,1410735,3
78591f1883fb8dd51d3efe6ddaa56757,3136507,4
b067325aebe5ba5e7f40b8cb1a0307bd,1293396,5
339d7a48eafaf7ca7f4770fd9fcdf3f3,2058751,3
e18c43d748d0f86b6541c72bb7768416,1297646,5
4f2f9f78927516b1cacc3a2b0c05deaa,1401587,4
41c1310b023183619e701b158d66e34a,1299195,4
0c679e25766f74589480fd3a5ff6a316,1295409,4
0c679e25766f74589480fd3a5ff6a316,1296240,4
51989b1ebff87073862a9da946304588,1437409,4
a4a796e1b14d2abf3f6fad49758defd8,1297294,5
a4a796e1b14d2abf3f6fad49758defd8,1293824,4
a4a796e1b14d2abf3f6fad49758defd8,1295568,4
41c1310b023183619e701b158d66e34a,2361826,3
ce39d90ff2e1c2b98f8d2a4f30a0ef63,1297203,3
fe28efe68c71275d37267fe295acc6bb,1293297,3
e18c43d748d0f86b6541c72bb7768416,1293596,4
b067325aebe5ba5e7f40b8cb1a0307bd,1292597,4
818bf4e7c4dcb307a7b4e5dd6614e888,3074303,5
c95123626a0724ccee1da1da95fca81a,1295276,4
4108c033cd46bb48fe5980dc5cc0c4ea,1306559,5
414e52bf3b2ec1d994174d1b6f06cb27,2132941,3
97434a499c1cf9976efc1b35fcfd706f,1299136,3
2d1f305db4f89903efd4c6ec83675231,3072064,3
a15aeeb669c18867d97dad91808d5aae,1293236,5
e18c43d748d0f86b6541c72bb7768416,1305046,5
ce8973860a5d8a86c7c75afb0fb3da91,1300752,3
ce8973860a5d8a86c7c75afb0fb3da91,1306472,3
0ea376d852c6745f4a7ce03c52be4547,1295629,5
001ffa9b0ceca9c023f1999f56d2c3b9,2133323,2
70670d08ed03304fabac43ef3078d12c,1296791,5
a7c63d46896e0c262ea5b1eea9307659,2264715,1
62d86fc9c583d2ce5ca726efe4d2b509,1310159,4
411622e6bea1d9f5908af618a8f5aecc,1305085,4
337df79c34b17cf37495970204388533,1296669,3
4e16d633f720ccb56d149517ce9dd22a,1295344,3
b7528ab3a0ca074df89de402e794f475,3077791,4
b9237f6ce40f477a208e217b498cc4fc,1300738,4
f96c02b74c401af6ec326e65475c2c8f,1309043,4
c3a656e2d5cd6aa6b100aa8f8e01417b,1301260,3
b3e4ac4a79a0b996d5fb65c23acf4690,1292948,2
dbb091c39a912a521a0849224bb8fdb9,3072064,3
bbc262693b37d851893c77ae87067959,1296141,5
d55d05c39e07a36729713e8716e8e735,3391271,3
d55d05c39e07a36729713e8716e8e735,3532614,4
d55d05c39e07a36729713e8716e8e735,3013580,4
a4a796e1b14d2abf3f6fad49758defd8,1293852,3
5f4b0ed006a882f36ec245e46271d873,1295437,4
3ab5f1255f264b63fb7f3cafad37f729,3072064,4
be3a1cc17af5b4aab612ca40c4f05c8d,3406437,3
dfbb56452a837b7b98ca0d932682cd2c,3072064,3
0bc78f699b6c1642ad31069b66ae4091,1401908,4
411622e6bea1d9f5908af618a8f5aecc,1306490,5
97b45afbfb67d1b57094a23ebb1a3f13,1547174,4
3b81fae60bb01a11a2d832055ac8cd09,1416435,4
dfb0b61c6cb6f2c1c431c1778a0bbef9,1292450,5
3bfaba86c84b0dd15e4802a4b79ba0b2,1295409,5
25f0ce2d4aeff841142f39483341afd8,1301715,4
c793da354eef80fcfe66c75e6ad62ccb,1292766,5
ce8973860a5d8a86c7c75afb0fb3da91,1293840,3
0b9031034a2cf1c5f551f2170260c541,1291999,5
5fe4c2e2087e207bf5d509be7cb72d12,1293963,5
0a793b8ce2b201d494d6b51b31354303,2267369,3
6c53ddd1a6cbe3487375436d3b02b0a6,1308820,5
69ae21f6b366769398a266893208e35e,1293590,5
337df79c34b17cf37495970204388533,1309012,3
b7ab3e4a4a4e0af29ade39e482109fa3,1304026,4
a1138a2f631dcbf7254acfb40b8266a3,2049435,2
a4a796e1b14d2abf3f6fad49758defd8,1293004,4
0c679e25766f74589480fd3a5ff6a316,1295106,4
e7103e572bb1bb1af91c745fa9f519db,3026357,5
a4a796e1b14d2abf3f6fad49758defd8,1308976,4
90950aca644d2b857dcdd49d36fc3df4,3136507,4
b067325aebe5ba5e7f40b8cb1a0307bd,1295905,4
4f2f9f78927516b1cacc3a2b0c05deaa,1299811,5
42724341c24f1dd9ea648ef0e1e29971,1302050,5
5fe4c2e2087e207bf5d509be7cb72d12,1299539,4
a7062def43fe5455f4eb2f8b0cd94305,1292444,4
0c679e25766f74589480fd3a5ff6a316,1299765,2
69ae21f6b366769398a266893208e35e,1298521,5
fa2b0581c5a06f2b5964efec3a6fbbfa,3072064,4
caa1d4dbe62884c9122a9574e93f83d7,1303573,5
bcf598839900f4794f192b4323ef3611,1303710,4
47d90b3ccb6e212ae5d7c1380f0458f2,3136507,3
269e9f584a4a21ec78fb0a013b0a3e9d,3445575,4
69ae21f6b366769398a266893208e35e,1296757,5
2f18928b480221ee522e7d76463c60cf,3074303,4
e782d09871f57217e47a3ff00ec3cab2,1297203,4
6b64b1bb1e45533cf38930913b905d20,4819988,1
ef7d3dad7a9b30467cadc76c7c9af204,1866264,5
62bd4c757b45259adb7de5ce9f941fbc,1946877,3
9aa67dff64aad97c2d7a3c9fc4ae8c7e,1305869,4
710cc0a8155e072e7b9f54579d42c8cb,1292533,4
a859425a23e4d646d2fad510a01d42a3,1297304,3
3eb8ab695d477aa33102131e87c64bbb,2978773,4
250b1dd3710c58fde00af3e483f6dfa8,1294941,3
b1db65de37314d60ad24ea460f46ed88,1760622,4
250b1dd3710c58fde00af3e483f6dfa8,1301434,4
84e74389aad961397bcb43d1b4a54f8d,1304405,4
0bc78f699b6c1642ad31069b66ae4091,1401843,4
fbda58fec909e17fdf63ececa45aaab1,1294991,3
457809b288afb0c8aa70bfd4a0731953,2267369,3
6f6995cb5f8ee6f55dc009b7b3e9d3a2,1293745,5
a15aeeb669c18867d97dad91808d5aae,1296929,4
a1119474c03521c901c1d93a9ff17336,3074303,5
c95123626a0724ccee1da1da95fca81a,1293608,3
1ba8863bd2c13adc72a14fb131a1b2a7,1994879,5
2f5b519edd400f5a8f0a508c8680c402,1297509,3
fbda58fec909e17fdf63ececa45aaab1,1301434,2
b4a31eef48e4c15eae88478b0720c64f,3072064,5
fbda58fec909e17fdf63ececa45aaab1,1293471,3
69ae21f6b366769398a266893208e35e,1295783,4
a8f49989cc9ad46e15dd0835b4693a99,3074303,2
a8f49989cc9ad46e15dd0835b4693a99,2267369,4
4f2f9f78927516b1cacc3a2b0c05deaa,1301229,3
80ecb2f33061b02feaa2f8a4850516e1,3391271,3
6bd7e0ea634b740b897efe09470f4a0c,1292222,5
69ae21f6b366769398a266893208e35e,1298497,4
5f4b0ed006a882f36ec245e46271d873,1418570,4
6bd7e0ea634b740b897efe09470f4a0c,1296577,5
076e65dfa4f649cf0772f2d503075167,1292778,5
378c1ec7965c344c3ee30f7c52d51df7,1316580,4
ef573f2fe2b49d4a3b09bd95c095a5c8,1432779,4
08e7077f8559b6f0736aa79e4b0613c8,1306666,5
69ae21f6b366769398a266893208e35e,1294477,4
b57e279cbc5340a313965f2a32baa09f,3607666,3
31338f69c0bc954fff045522044a96b0,1299365,4
4161c88210adf5de3c5f0acfd9fa5e9e,1295480,5
69ae21f6b366769398a266893208e35e,1297646,5
69ae21f6b366769398a266893208e35e,1294364,5
9f9c08f7533219dbf80abf4c05f1aa78,1294377,5
fe28efe68c71275d37267fe295acc6bb,1292908,4
fe28efe68c71275d37267fe295acc6bb,1300211,3
b7ab3e4a4a4e0af29ade39e482109fa3,1302165,2
818bf4e7c4dcb307a7b4e5dd6614e888,1308858,4
c580ba141e3078af005c2b826db3eb41,2361826,4
b739a84dd82bb7965dec6a55fe4af66a,1401587,4
527fa53e3760a2cfda40f55f1423d277,1302181,5
a7570b84ebd662f472ad9a54215c7be9,1968438,3
3b2373ab98d4cca9af8bdad76b29377d,2058751,2
3eb8ab695d477aa33102131e87c64bbb,1294877,4
3eb8ab695d477aa33102131e87c64bbb,4910868,4
d2567ca313cdb395e61c1189d02c2775,1308561,5
0bc78f699b6c1642ad31069b66ae4091,1421309,4
c3ddec1b8e77c28d0d6466c14a6cbea2,3011022,3
3ab5f1255f264b63fb7f3cafad37f729,1303460,2
a8f49989cc9ad46e15dd0835b4693a99,3053521,4
91ff98f78551d7cee2f15a0abf3dd8db,3136507,4
f8de0a98550dbfccd4ed448ca2639c1d,3607666,4
91ff98f78551d7cee2f15a0abf3dd8db,3391271,3
03a67d751b45de0b6333823f040b655e,3592854,4
361c5b59de528fa1d8ea7d24e9997895,3136507,3
361c5b59de528fa1d8ea7d24e9997895,2132941,3
98987674fd0093c78b2cb620131b938c,3053521,4
98987674fd0093c78b2cb620131b938c,3074303,4
54a3f24e8eac35c4dd87b2dde896641c,1307026,3
361c5b59de528fa1d8ea7d24e9997895,3391271,3
1f40c86928f1f88b684c6e10db69ecca,1472532,4
250b1dd3710c58fde00af3e483f6dfa8,1293396,4
250b1dd3710c58fde00af3e483f6dfa8,1292531,3
250b1dd3710c58fde00af3e483f6dfa8,1292518,4
6c356b94c3b73429fbe6bf2689145ba0,2145869,3
ce8973860a5d8a86c7c75afb0fb3da91,1293590,4
9e7e8d1ef6d56ff22dd5e137dce26ead,3072064,3
a4a796e1b14d2abf3f6fad49758defd8,1298733,5
b9e15b28c4e07807a2005f326cb2da05,2028647,3
4f2f9f78927516b1cacc3a2b0c05deaa,1294825,3
db19554b1aaa73a2e1cd9ef318f903cc,1298134,5
d4b6093afe0f7ed169c72d527d15869a,1293688,4
c95123626a0724ccee1da1da95fca81a,1433560,4
43b292257b1ba66c8a59f8b302acec50,3607666,3
caa1d4dbe62884c9122a9574e93f83d7,1394495,4
fe28efe68c71275d37267fe295acc6bb,1296534,4
250b1dd3710c58fde00af3e483f6dfa8,1306666,5
2f78943cbdd6da569343a1720313cfee,4819988,2
b739a84dd82bb7965dec6a55fe4af66a,1293317,3
0667851edd69124cc7b921846af8fbbb,3072064,3
4e16d633f720ccb56d149517ce9dd22a,1297200,4
250b1dd3710c58fde00af3e483f6dfa8,1303462,5
08e7077f8559b6f0736aa79e4b0613c8,3072064,4
f7e45f7db24c43035473b42b8d34c4e9,1922161,3
0c4df45981cb628118ca6ae8b0383f5a,1297304,3
84f096080b6f434d0554ee3212f125a3,3072064,4
e555df02c241b1821479fedc016490b0,3105588,5
b7ab3e4a4a4e0af29ade39e482109fa3,1294191,4
6107bd456d381e9168854f59baf40b1e,1302193,5
0b9031034a2cf1c5f551f2170260c541,2977957,4
07a75f0927c6fa4b1bdddf89ba9d10f6,1292449,5
69ae21f6b366769398a266893208e35e,1292521,4
337df79c34b17cf37495970204388533,1295629,2
f4b1d87e309b5e6a4f3b445fb1280dcd,3212398,4
ce9ec85e1e9dbc67527be726ed550452,1293359,3
48c4c2169b7a783886bff68a5b18b0a7,1472532,3
e4e41a7765b5fe37bd096aeef97cb113,1297203,4
ef7d3dad7a9b30467cadc76c7c9af204,2028819,5
2f5b519edd400f5a8f0a508c8680c402,1298371,3
337df79c34b17cf37495970204388533,1297768,3
3eb8ab695d477aa33102131e87c64bbb,1401908,3
0c4df45981cb628118ca6ae8b0383f5a,1303823,4
84f096080b6f434d0554ee3212f125a3,1300266,4
08e7077f8559b6f0736aa79e4b0613c8,1295576,5
4f2f9f78927516b1cacc3a2b0c05deaa,1297280,3
4f2f9f78927516b1cacc3a2b0c05deaa,1302912,3
a4a796e1b14d2abf3f6fad49758defd8,1300056,4
a4a796e1b14d2abf3f6fad49758defd8,1292222,5
a4a796e1b14d2abf3f6fad49758defd8,1293155,4
1fbff7fca0b8580e2611c4e7069148a2,1296669,4
a4a796e1b14d2abf3f6fad49758defd8,1293847,4
5fe4c2e2087e207bf5d509be7cb72d12,1302401,2
caa1d4dbe62884c9122a9574e93f83d7,3053521,4
571ef9b2433614fc586437d1d933e894,1766041,4
3ab5f1255f264b63fb7f3cafad37f729,2977957,3
ed189717488a700033d016033b5c204e,2977957,4
cd4d13e0166b3fb5fd2fcdb707a75fa6,1293929,3
c793da354eef80fcfe66c75e6ad62ccb,1298974,4
1a7f301757ff481ff0c07b18affd0c52,2977957,2
f45ac26007ac18fd35f38c563e9c40ec,1293667,4
a1138a2f631dcbf7254acfb40b8266a3,1296141,4
69ae21f6b366769398a266893208e35e,1301899,5
aecf24b60674687d2312542cf5912936,1301604,3
4e4281ebd8cf518c84db6d06a0d4bee3,2058751,4
b37711965184a4120bdea655d3f55c24,4304356,3
17f7b83ca65212869ebab90758b74820,1295285,4
4f2f9f78927516b1cacc3a2b0c05deaa,1297313,4
48c4c2169b7a783886bff68a5b18b0a7,1299782,4
a7816eff004a06cfa028e026e23e1578,1292948,3
029b4d2d319fe48f4c65b6ee76ae56ce,1433560,4
b6e8a33bfc9db104ed6fd334d03c483d,1295409,4
69ae21f6b366769398a266893208e35e,1296097,5
3b2373ab98d4cca9af8bdad76b29377d,2977957,4
a7c63d46896e0c262ea5b1eea9307659,2132941,1
dd93b55893330dbe9fa791b69517d54d,1293827,4
058855c20bd217ed87ebc24cd51baf3f,1302522,3
4f2f9f78927516b1cacc3a2b0c05deaa,2999387,4
6cbce92a190ea73ff8ef784cfc7e0563,3053521,4
db19554b1aaa73a2e1cd9ef318f903cc,1297294,4
9c49f970361fe64f6445adeb7404750e,3072064,4
01478ad12799bab9a6cdd19fdcab876c,3105588,4
bcf598839900f4794f192b4323ef3611,1303573,3
69ae21f6b366769398a266893208e35e,2977957,4
91ff98f78551d7cee2f15a0abf3dd8db,1300966,4
5fe4c2e2087e207bf5d509be7cb72d12,1292908,4
84e74389aad961397bcb43d1b4a54f8d,1292719,5
4d69f002306f819034976e3818a84908,1315316,2
c4d7cf1ff25c432daf8f78eac5bd7405,3072064,4
b418a1d704a0b8e10d0545f6c73e9165,3072064,3
58b815075b1be4bb2770a19060273a7f,3072064,3
a7570b84ebd662f472ad9a54215c7be9,1293929,5
a4a796e1b14d2abf3f6fad49758defd8,2336735,4
ce9ec85e1e9dbc67527be726ed550452,1299517,3
69ae21f6b366769398a266893208e35e,1298070,3
84e74389aad961397bcb43d1b4a54f8d,1303571,4
ef7d3dad7a9b30467cadc76c7c9af204,3006769,3
5b7fe949037e479500346e8aa47d55ff,1303553,5
b9237f6ce40f477a208e217b498cc4fc,1929402,4
51989b1ebff87073862a9da946304588,3136507,4
9c6500de82d941b153dfcbf1c1ae0208,1293824,5
62d86fc9c583d2ce5ca726efe4d2b509,1295409,4
033a4b5ed6ab9f1d29703ca7e61780e3,2977957,4
9f74ace2a794d8a48971153add68db7d,4944008,4
3c572fea1e378425f98241af8131a229,3072064,3
03a67d751b45de0b6333823f040b655e,3072064,4
42ca0eeec94e171bbad3c6bc0c1e5d39,3072064,3
fe28efe68c71275d37267fe295acc6bb,1868933,5
6107bd456d381e9168854f59baf40b1e,1296818,4
17f7b83ca65212869ebab90758b74820,1298497,3
4153708c78573a7cbb43754d1f6aba46,3053521,4
f4af849e8ab0aef4a681f93714d405f4,1296141,5
06206065b115307e4426584f5acf26d9,1292067,4
269e9f584a4a21ec78fb0a013b0a3e9d,4819988,2
bcf598839900f4794f192b4323ef3611,1294801,3
87d1bb2fb7653a07aa21ba73c0696d21,3072064,3
2307353adebf09532b041b324ce96964,3136507,3
6431babe9fce04cb396bc0f19f3a71d8,3136488,3
2f985680a7910ae257d546c3fdc892b5,4280102,3
2307353adebf09532b041b324ce96964,1971111,3
fa2b0581c5a06f2b5964efec3a6fbbfa,1507248,4
ac2e1f022bc513ab781cba329e65f19c,1297200,5
3c572fea1e378425f98241af8131a229,1294433,5
97a6222accdc558711c19ebf83f84ab7,3072064,4
98987674fd0093c78b2cb620131b938c,1303566,5
a4a796e1b14d2abf3f6fad49758defd8,1292574,4
a4a796e1b14d2abf3f6fad49758defd8,1303566,3
7d1611424d2e5e76d6c2342fb422e1e7,3072064,4
2f78943cbdd6da569343a1720313cfee,1293439,3
a4a796e1b14d2abf3f6fad49758defd8,1307427,4
3eb8ab695d477aa33102131e87c64bbb,4221515,3
31338f69c0bc954fff045522044a96b0,1293236,5
3327aba9f646acf7c24d8a2229c2a1b6,1294990,4
d8b022cabae435af30033ad0afad0b36,1303710,5
3c572fea1e378425f98241af8131a229,1868933,4
32b9368b0d6edac78eed1049434f765b,1295629,3
4108c033cd46bb48fe5980dc5cc0c4ea,2369845,4
17544853132fb00bd9e93de629d5d0c3,1451911,4
572cab71d9f2caaf9fdb2da6c75941b2,1294058,3
6f6995cb5f8ee6f55dc009b7b3e9d3a2,1291863,4
97434a499c1cf9976efc1b35fcfd706f,1293302,4
fa26d49a8d2d818bbbcb337c1cf6a38f,1297589,4
6a52a495bf9f6ed333ae2adbe0e5c166,3136507,2
656c3ec08c632065969bdcedfcf5bfa9,1294735,3
120689b27dad4fc223a56142f932a768,1302017,3
48ed19eff1d709b6ce55f064a93e9775,3406437,2
dfbb56452a837b7b98ca0d932682cd2c,3026357,3
dfb0b61c6cb6f2c1c431c1778a0bbef9,1783462,3
c580ba141e3078af005c2b826db3eb41,1294991,4
1ef4e1c007b8b3b7d87b5daaab94bd2b,1858233,3
a4a796e1b14d2abf3f6fad49758defd8,1309012,5
eac73aac8aebc7bd91dacb6a3c55a69f,1305261,4
f6eefb47e3300ea43d3edfb3fdb67a06,2028647,4
dfbb56452a837b7b98ca0d932682cd2c,1410735,3
be3a1cc17af5b4aab612ca40c4f05c8d,3053521,3
69ae21f6b366769398a266893208e35e,2464346,5
a4a796e1b14d2abf3f6fad49758defd8,1305261,5
25f0ce2d4aeff841142f39483341afd8,1299337,4
213223bd5e016bbfa85f0f1271be9351,3592854,4
dec60164c6c7c0c7be2924949a613641,1427378,5
69ae21f6b366769398a266893208e35e,2997063,4
5b7fe949037e479500346e8aa47d55ff,1292830,4
0bc78f699b6c1642ad31069b66ae4091,2361826,3
059c144023c76e22efb2c1bc70fddd5a,2132941,3
0aefa584d950a8d15aa8f26b961a4ec8,1299337,3
611054f6a2ec0bfdf43475972152ff41,2044102,3
d344b00277e0f2f4264f76cb7d7a9f35,1305703,5
710cc0a8155e072e7b9f54579d42c8cb,1295568,4
8996cad637073e87fc4a15592a800246,1293258,5
2bca3e171f98bfe2023143449b59e6db,1294413,4
f7e45f7db24c43035473b42b8d34c4e9,1294413,3
0aefa584d950a8d15aa8f26b961a4ec8,1303710,4
